ID,Lat,Lon
445278,-35.675147,-71.542969
445305,-35.675147,-71.542969
445313,-35.675147,-71.542969
447816,4.570868,-74.297333
459859,-35.675147,-71.542969
430804,-38.416097,-63.616672
430796,-38.416097,-63.616672
445307,-35.675147,-71.542969
445314,-35.675147,-71.542969
456126,4.570868,-74.297333
456146,4.570868,-74.297333
445371,-35.675147,-71.542969
445263,-35.675147,-71.542969
445364,-35.675147,-71.542969
456150,4.570868,-74.297333
430799,-38.416097,-63.616672
445376,-35.675147,-71.542969
429687,-14.235004,-51.92528
459857,-35.675147,-71.542969
447759,4.570868,-74.297333
447745,4.570868,-74.297333
447746,4.570868,-74.297333
447781,4.570868,-74.297333
447754,4.570868,-74.297333
447747,4.570868,-74.297333
445273,-35.675147,-71.542969
447756,4.570868,-74.297333
456155,4.570868,-74.297333
445287,-35.675147,-71.542969
445246,-35.675147,-71.542969
429695,-14.235004,-51.92528
445330,-35.675147,-71.542969
447765,4.570868,-74.297333
445262,-35.675147,-71.542969
445293,-35.675147,-71.542969
445334,-35.675147,-71.542969
445269,-35.675147,-71.542969
445280,-35.675147,-71.542969
445295,-35.675147,-71.542969
445268,-35.675147,-71.542969
445296,-35.675147,-71.542969
445327,-35.675147,-71.542969
445254,-35.675147,-71.542969
420599,-38.416097,-63.616672
429667,-14.235004,-51.92528
445285,-35.675147,-71.542969
445325,-35.675147,-71.542969
456144,4.570868,-74.297333
447743,4.570868,-74.297333
447741,4.570868,-74.297333
447740,4.570868,-74.297333
447763,4.570868,-74.297333
447739,4.570868,-74.297333
447805,4.570868,-74.297333
459860,-35.675147,-71.542969
447742,4.570868,-74.297333
447762,4.570868,-74.297333
447806,4.570868,-74.297333
447807,4.570868,-74.297333
447738,4.570868,-74.297333
447808,4.570868,-74.297333
456148,4.570868,-74.297333
447744,4.570868,-74.297333
447800,4.570868,-74.297333
447797,4.570868,-74.297333
447778,4.570868,-74.297333
456153,4.570868,-74.297333
445348,-35.675147,-71.542969
429681,-14.235004,-51.92528
447792,4.570868,-74.297333
447812,4.570868,-74.297333
429674,-14.235004,-51.92528
445253,-35.675147,-71.542969
447769,4.570868,-74.297333
447777,4.570868,-74.297333
447813,4.570868,-74.297333
447817,4.570868,-74.297333
427306,-14.235004,-51.92528
447780,4.570868,-74.297333
445291,-35.675147,-71.542969
445365,-35.675147,-71.542969
445284,-35.675147,-71.542969
445288,-35.675147,-71.542969
445085,4.570868,-74.297333
445219,4.570868,-74.297333
445279,-35.675147,-71.542969
445289,-35.675147,-71.542969
445328,-35.675147,-71.542969
445360,-35.675147,-71.542969
445357,-35.675147,-71.542969
445363,-35.675147,-71.542969
445368,-35.675147,-71.542969
445379,-35.675147,-71.542969
445354,-35.675147,-71.542969
445339,-35.675147,-71.542969
445342,-35.675147,-71.542969
445346,-35.675147,-71.542969
445335,-35.675147,-71.542969
445338,-35.675147,-71.542969
445297,-35.675147,-71.542969
445301,-35.675147,-71.542969
447119,-35.675147,-71.542969
445345,-35.675147,-71.542969
445304,-35.675147,-71.542969
445310,-35.675147,-71.542969
445316,-35.675147,-71.542969
445336,-35.675147,-71.542969
445343,-35.675147,-71.542969
445340,-35.675147,-71.542969
445347,-35.675147,-71.542969
445341,-35.675147,-71.542969
445344,-35.675147,-71.542969
459856,-35.675147,-71.542969
413016,-14.235004,-51.92528
450506,-14.235004,-51.92528
445303,-35.675147,-71.542969
445318,-35.675147,-71.542969
457959,-32.522779,-55.765835
457961,-32.522779,-55.765835
416032,-14.235004,-51.92528
415128,-14.235004,-51.92528
445351,-35.675147,-71.542969
445356,-35.675147,-71.542969
456127,4.570868,-74.297333
456152,4.570868,-74.297333
445249,-35.675147,-71.542969
427305,-14.235004,-51.92528
414577,-35.675147,-71.542969
414578,-35.675147,-71.542969
426584,-32.522779,-55.765835
457948,-32.522779,-55.765835
457965,-32.522779,-55.765835
457952,-32.522779,-55.765835
457956,-32.522779,-55.765835
457958,-32.522779,-55.765835
417924,4.570868,-74.297333
456117,4.570868,-74.297333
456119,4.570868,-74.297333
444493,-32.522779,-55.765835
414579,-35.675147,-71.542969
415658,-35.675147,-71.542969
415660,-35.675147,-71.542969
427299,-14.235004,-51.92528
445259,-35.675147,-71.542969
447734,4.570868,-74.297333
415661,-35.675147,-71.542969
417034,-14.235004,-51.92528
445260,-35.675147,-71.542969
457946,-32.522779,-55.765835
459858,-35.675147,-71.542969
445247,-35.675147,-71.542969
445245,-35.675147,-71.542969
445258,-35.675147,-71.542969
445257,-35.675147,-71.542969
445358,-35.675147,-71.542969
445266,-35.675147,-71.542969
445267,-35.675147,-71.542969
447757,4.570868,-74.297333
445306,-35.675147,-71.542969
426482,-32.522779,-55.765835
445322,-35.675147,-71.542969
459863,-35.675147,-71.542969
416033,-14.235004,-51.92528
445274,-35.675147,-71.542969
445329,-35.675147,-71.542969
447761,4.570868,-74.297333
447767,4.570868,-74.297333
